res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Gabrielle,Horn,1,236.05
NULL,Azul,Sims,1,190.01
NULL,Annika,Fitzgerald,1,63.03
NULL,Odin,Clements,1,151.75
NULL,Louis,Orozco,1,201.06
NULL,Emilia,Robinson,1,178.5
NULL,Abigayle,Mclean,1,121.35
NULL,Selena,Griffin,1,230.35
NULL,Pierre,Stevens,1,80.47
NULL,Jake,Suarez,1,177.85
NULL,Preston,Willis,1,211.33
NULL,Iliana,Schaefer,1,107.45
NULL,Josie,West,1,109.46
NULL,Justice,Torres,1,237.94
NULL,Damaris,Gibbs,1,196.99
NULL,Taylor,Ayala,1,109.3
NULL,Andy,Hopkins,1,53.79
NULL,Brenton,Hays,1,113.28
NULL,Maximilian,Ward,1,185.11
NULL,Ismael,Randolph,1,103.73
NULL,Cheyanne,Shepherd,1,226.77
NULL,Hunter,Dougherty,1,218.18
NULL,Demarcus,Cuevas,1,101.02
NULL,Davin,Frazier,1,110.35
NULL,Willie,Skinner,1,74.37
NULL,Gerald,Gomez,1,234.18
NULL,Kaylie,Santana,1,117.77
NULL,Julissa,Yang,1,130.82
NULL,Chloe,Villa,1,92.5
NULL,Evelin,Mosley,1,73.7
NULL,Lincoln,Delgado,1,240.33
NULL,Ryder,Ellis,1,153.32
NULL,Erin,Sellers,1,132.83
NULL,Maddox,Gill,1,249.8
NULL,Ayden,Scott,1,173.15
NULL,Damaris,Oneill,1,173.68
NULL,Cailyn,Guerra,1,92.72
NULL,Lillian,Richardson,1,66.58
NULL,Aliyah,Fischer,1,237.17
NULL,Payton,Davidson,1,158.43
NULL,Matias,Henry,1,185
NULL,Jorge,Hardy,1,160.91
NULL,Corey,Frederick,1,174.48
NULL,Fiona,Pitts,1,128.24
NULL,Charlie,Harrell,1,225.42
NULL,Nathalia,Pacheco,1,72.16
NULL,Zane,Duffy,1,64.22
NULL,Brooks,Randall,1,59.94
NULL,Nikolai,Cooke,1,249.33
NULL,Chaz,Pittman,1,174.33
NULL,Timothy,Cain,1,243.84
NULL,Charlotte,Stafford,1,183.9
NULL,Amina,Wilkinson,1,209.81
NULL,Cullen,Walls,1,95.72
NULL,Aldo,Costa,1,142.13
NULL,Alex,Barry,1,195.33
NULL,Eliana,Booth,1,174.66
NULL,Boston,Everett,1,157.65
NULL,Douglas,Wu,1,85.23
NULL,Ella,Paul,1,111.27
NULL,Pranav,Mcmillan,1,214.44
NULL,Kobe,Orr,1,154.22
NULL,Kendal,Hobbs,1,229.02
NULL,Claire,Barton,1,125.57
NULL,Saige,Serrano,1,84.92
NULL,Milo,Rojas,1,214.55
NULL,Anthony,Haley,1,59.24
NULL,Kimberly,Middleton,1,128.69
NULL,Tristian,Maxwell,1,248.17
NULL,Reid,Blevins,1,70.94
NULL,Trent,Kirby,1,55.55
NULL,Alma,Ochoa,1,240.43
NULL,Bentley,Barrera,1,78.57
NULL,Jaydin,Werner,1,158.78
NULL,Dominik,Higgins,1,227.93
NULL,Abagail,Wiggins,1,195.35
NULL,Grayson,Bartlett,1,115.2
NULL,Sadie,Mckinney,1,123.48
NULL,Hamza,George,1,52.25
NULL,Chad,Mcdonald,1,144.1
NULL,Quinn,Raymond,1,80.83
NULL,Desirae,Bridges,1,227.51
NULL,Michaela,Andersen,1,149.4
NULL,Edward,Lamb,1,193.6
NULL,Kolby,Maldonado,1,243.6
NULL,Kaelyn,Mueller,1,150.84
NULL,Muhammad,Eaton,1,167.63
NULL,Lyric,Turner,1,141.97
NULL,Zaniyah,Freeman,1,239.37
NULL,Tanner,Stanton,1,170.07
NULL,Jaylah,Mcintosh,1,179.86
NULL,Dayton,Farrell,1,235.13
NULL,Carmen,Thomas,1,234.25
NULL,Alisson,Owens,1,217.43
NULL,Jeffrey,Galvan,1,192.22
NULL,Aria,Pennington,1,84.87
NULL,Silas,Beard,1,142.4
NULL,Lea,Jenkins,1,246.63
NULL,Abdullah,Haley,1,217.9
NULL,Nia,Underwood,1,138.51
NULL,Kaylah,Parsons,1,96.13
NULL,Lucia,Sosa,1,247.15
NULL,Francis,Mcknight,1,98.76
NULL,Clayton,Vaughn,1,165.94
NULL,Leila,Joseph,1,205.63
NULL,Gianna,Cisneros,1,80.08
NULL,Andres,Parsons,1,128.27
NULL,Justin,Kaiser,1,94.64
NULL,Salvatore,Cummings,1,210.4
NULL,Campbell,Woods,1,75.92
NULL,Kayley,Burgess,1,105.68
NULL,Emilie,Bauer,1,88.48
NULL,Cullen,Chapman,1,237.44
NULL,Ruby,Ray,1,183.97
NULL,Larissa,Osborne,1,116.78
NULL,Jenna,Salas,1,216.4
NULL,Donald,Warner,1,235.92
NULL,Ashly,Foster,1,66.53
NULL,Kash,Mitchell,1,202.37
NULL,Lauren,Shaffer,1,168.33
NULL,Sawyer,Barr,1,67.23
NULL,Kenley,Vaughn,1,84.65
NULL,Averie,Cherry,1,205.62
NULL,Megan,Newton,1,226.99
NULL,Ariella,Farrell,1,194.77
NULL,Christina,Simmons,1,246.67
NULL,Selah,Farmer,1,189.53
NULL,Adalynn,Greene,1,241.12
NULL,Aedan,Bean,1,214.99
NULL,Aiden,Welch,1,180.11
NULL,Caroline,Mccall,1,199.94
NULL,Margaret,Daniel,1,70.44
NULL,Aspen,Davis,1,245.56
NULL,Tristian,Lin,1,94.77
NULL,Andre,Calderon,1,91.3
NULL,Ashly,Jensen,1,95.73
NULL,Anna,Strickland,1,230.53
NULL,Tyshawn,Mcbride,1,77.21
NULL,Kylee,Gallagher,1,224.97
NULL,Nathanial,Kline,1,93.08
NULL,Leyla,Wagner,1,201.36
NULL,Nikhil,Crane,1,88.33
NULL,Xiomara,Orr,1,139.22
NULL,Helen,Russo,1,60.5
NULL,Patience,Wise,1,182.68
NULL,Ramon,Rose,1,243.49
NULL,Ty,Gamble,1,228.44
NULL,Emely,Nguyen,1,165.67
NULL,Donna,Ferrell,1,225.7
NULL,Kolby,Solis,1,199.66
NULL,Ashlyn,Conway,1,216.45
NULL,Alexander,Hubbard,1,223.42
NULL,Brylee,Best,1,51.42
NULL,Lainey,Hester,1,114.28
NULL,River,Diaz,1,226.59
NULL,Angela,Singh,1,73.98
NULL,Kallie,Lynch,1,135.38
NULL,Lily,Morales,1,75.76
NULL,Donna,Shepard,1,130.09
NULL,Jazmyn,White,1,179.12
NULL,Elaine,Rowland,1,226.21
NULL,Sabrina,Mann,1,178.4
NULL,Emma,Weiss,1,94.47
NULL,Dawson,Bishop,1,115.22
NULL,Branden,Anderson,1,103.49
NULL,Darwin,Chandler,1,60.87
NULL,Myah,Koch,1,57.46
NULL,Cheyanne,Duran,1,142.79
NULL,Zaniyah,Nguyen,1,102.95
NULL,Conor,Ayers,1,178.68
NULL,Nickolas,Welch,1,100.58
NULL,Aliyah,Francis,1,65.34
NULL,Jamya,Dixon,1,142.43
NULL,Isis,Rivers,1,66.96
NULL,Hadassah,Macdonald,1,120.73
NULL,Hazel,Parsons,1,174.71
NULL,Lorena,Lewis,1,237.47
NULL,Meredith,Khan,1,56.96
NULL,Damion,Dawson,1,175.01
NULL,Ruth,Abbott,1,220.7
NULL,Shiloh,Combs,1,177.29
NULL,Greta,Schmitt,1,113.3
NULL,Gerald,Hayden,1,151.89
NULL,Willie,Gallagher,1,93.17
NULL,Draven,Hess,1,240.78
NULL,Hayden,Roach,1,137.56
NULL,Alejandro,Alvarez,1,177.48
NULL,Karley,Solomon,1,191.86
NULL,Sasha,Roach,1,69.35
NULL,Shea,Robertson,1,64.18
NULL,Fiona,Moran,1,148.08
NULL,Adriana,Nicholson,1,97.95
NULL,Clarissa,Paul,1,227.59
NULL,Anne,Hubbard,1,78.4
NULL,Jaliyah,Reynolds,1,117.24
NULL,Areli,Bentley,1,217.92
NULL,Ashtyn,Newton,1,62.77
NULL,America,Caldwell,1,186.3
NULL,Payton,Best,1,201.67
NULL,Johan,Potts,1,153.35
NULL,Amani,Morrow,1,130.68
NULL,Ariana,Howard,1,213.49
NULL,Hudson,Good,1,160
NULL,Autumn,Molina,1,98.52
NULL,Brogan,Walker,1,138.97
NULL,Alessandra,Rivers,1,79.13
NULL,Nikolas,Bonilla,1,247.59
NULL,Jaydin,Cervantes,1,123.6
NULL,Luciana,Flowers,1,85.78
NULL,Jovanni,Little,1,134.73
NULL,Selena,Hunt,1,106.17
NULL,Maxim,French,1,133.23
NULL,Conrad,Ryan,1,84.76
NULL,Josie,Oneill,1,139.54
NULL,Marquis,Key,1,170.64
NULL,Luna,Roberson,1,85.7
NULL,Bronson,Hunt,1,232.27
NULL,Georgia,Rasmussen,1,174.4
NULL,Bryson,French,1,125.86
NULL,Brenda,Manning,1,128.58
NULL,Shea,Porter,1,245.9
NULL,Sydney,Hatfield,1,161
NULL,Celeste,Hendrix,1,55.47
NULL,Lainey,Benton,1,212.6
NULL,Slade,Bridges,1,118.97
NULL,Jordan,Farmer,1,152.32
NULL,Shaniya,Castro,1,78.6
NULL,Ryder,Mckee,1,246.99
NULL,Nathan,Mayer,1,144.12
NULL,Dallas,Parks,1,246.42
NULL,Mckayla,Riddle,1,199.77
NULL,Harley,Barber,1,105.38
NULL,Sarah,Bray,1,69.87
NULL,Meadow,Willis,1,55.01
NULL,Kayden,Fuller,1,161.67
NULL,Jace,Nichols,1,227.53
NULL,Paula,Mcpherson,1,247.14
NULL,Aliza,Morrow,1,139.44
NULL,Dominic,Mayo,1,162.61
NULL,Paola,Rogers,1,220.27
NULL,Kayla,David,1,190.69
NULL,Ignacio,Vance,1,189.2
NULL,Leon,Miranda,1,154.47
NULL,Oscar,Gomez,1,90.48
NULL,Mohammad,Valencia,1,188.22
NULL,Autumn,Haynes,1,90.02
NULL,Sidney,Vasquez,1,130.22
NULL,Eleanor,Lawson,1,245.91
NULL,Koen,Vang,1,244.27
NULL,Broderick,Weiss,1,217.74
NULL,Daniela,Gillespie,1,153.01
NULL,Anna,Marsh,1,69.82
NULL,Miriam,Perez,1,221.6
NULL,Ari,Roman,1,97.86
NULL,Yurem,Saunders,1,129.6
NULL,Bennett,Parrish,1,201.58
NULL,Trey,Randall,1,219.13
NULL,Jazmin,Wolfe,1,237.69
NULL,Ryan,Sandoval,1,249.17
NULL,Elizabeth,Lynn,1,248.89
NULL,Myles,Pineda,1,90.2
NULL,Laura,Fleming,1,221.99
NULL,Sasha,Duran,1,204.64
NULL,Reagan,Carney,1,189.66
NULL,Sage,Randall,1,234.95
NULL,Desmond,Gillespie,1,187.1
NULL,Jabari,Blake,1,219.48
NULL,Virginia,Williamson,1,186.89
NULL,Aldo,Merritt,1,85.85
NULL,Julien,Joseph,1,159.41
NULL,Elsie,Aguirre,1,238.11
NULL,Julia,Crane,1,102.92
NULL,Luciano,Lowery,1,83.49
NULL,Madyson,Kerr,1,169.27
NULL,Jade,Franco,1,205.2
NULL,Konner,Hubbard,1,89.53
NULL,Nora,Russell,1,158.59
NULL,George,Compton,1,158.87
NULL,Adeline,Lee,1,131.26
NULL,Kaliyah,Bailey,1,139.26
NULL,Kolby,Campos,1,60.81
NULL,Dakota,Bautista,1,68.17
NULL,Brady,Murillo,1,230.23
NULL,Kayden,Franklin,1,210.93
NULL,Anya,Lawson,1,128.48
NULL,Talon,Herring,1,142.11
NULL,Desirae,Everett,1,116.47
NULL,Britney,Villa,1,243.97
NULL,Chelsea,Mcbride,1,167.1
NULL,Jaida,Lynch,1,200.58
NULL,Raymond,Arnold,1,231.51
NULL,Darion,Sexton,1,97.95
NULL,Kellen,Paul,1,70.98
NULL,Kyle,Reynolds,1,143.28
NULL,Cash,Mercado,1,170.87
NULL,Kristina,Robles,1,220.45
NULL,Alisa,Huffman,1,55.53
NULL,Helen,Meadows,1,91.45
NULL,Tabitha,Simpson,1,122.24
NULL,Karma,Jones,1,240.75
NULL,Craig,Cohen,1,227.48
NULL,Talon,Hughes,1,102.3
NULL,Taniya,Chase,1,62.66
NULL,Payton,Cole,1,177.52
NULL,Johnathan,Mendez,1,183.93
NULL,Rowan,Vincent,1,149.27
NULL,Mckinley,Lewis,1,231.77
NULL,Ace,Reynolds,1,192.25
NULL,Chandler,Rodriguez,1,119.74
NULL,Madeline,Fernandez,1,121.65
NULL,Kenny,Pollard,1,183.36
NULL,Kayley,Hanson,1,178.61
NULL,Jaxon,Anthony,1,99.85
NULL,Jett,Gibson,1,125.83
NULL,Aliya,Huynh,1,201.15
NULL,Fernando,Delacruz,1,129.73
NULL,Nathen,Kaufman,1,93.69
NULL,Emilia,Boyle,1,237.79
NULL,Alessandro,Jennings,1,142
NULL,Dean,Good,1,168.92
NULL,Ivan,Miller,1,101.94
NULL,Arielle,Rivera,1,158.63
NULL,Sarahi,Olsen,1,142.32
NULL,Braelyn,Pham,1,90.21
NULL,Sanaa,Chung,1,86.18
NULL,Serenity,Cantrell,1,239.95
NULL,Braydon,Atkinson,1,204.63
NULL,Dillon,Strickland,1,92.64
NULL,Litzy,Whitehead,1,87.21
NULL,Isabella,Drake,1,138.29
NULL,Alisha,Clements,1,220.89
NULL,Deegan,Allen,1,114.45
NULL,Finley,Klein,1,89.37
NULL,Maurice,Carroll,1,56.18
NULL,Payton,Barajas,1,53.3
NULL,Marvin,Barr,1,226.88
NULL,Cohen,Todd,1,63.41
NULL,Darwin,Macdonald,1,53.23
NULL,Jasmine,Bowman,1,139.94
NULL,Cassandra,Skinner,1,94.15
NULL,Craig,Sellers,1,133.47
NULL,Marina,Cannon,1,51.18
NULL,Reuben,Rangel,1,245.6
NULL,Marquis,Mays,1,53.91
NULL,Edgar,Mcintyre,1,72.43
NULL,Yandel,Ibarra,1,194.45
NULL,Kara,Donovan,1,64.59
NULL,Linda,Eaton,1,86.33
NULL,Adalynn,Bautista,1,93.2
NULL,Brycen,Dudley,1,127.66
NULL,Tyrell,Huber,1,203.69
NULL,Reuben,Moses,1,89.65
NULL,Ryan,Eaton,1,70.91
NULL,Evelyn,Best,1,127.52
NULL,Gabriela,Mayo,1,191.3
NULL,Izayah,Bell,1,198.93
NULL,Kody,Archer,1,217.39
NULL,Konner,Banks,1,249.71
NULL,Karina,Fitzgerald,1,119.33
NULL,Kenneth,Parks,1,241.22
NULL,Mattie,Phelps,1,132.67
NULL,Roselyn,Estradas,1,215.6
NULL,Aileen,Deleon,1,192.29
NULL,Ana,Cowan,1,141.85
NULL,Bronson,Pratt,1,224.83
NULL,Kaley,Lin,1,61.21
NULL,Jaelyn,Sweeney,1,170.22
NULL,Reagan,Hartman,1,91.83
NULL,Efrain,Randall,1,75.99
NULL,Aleah,Paul,1,246.41
NULL,Asia,Rios,1,127.39
NULL,Selah,Bender,1,222.71
NULL,Regan,Zuniga,1,100.12
NULL,Cierra,Grimes,1,159.95
NULL,Rodrigo,Mckay,1,141.51
NULL,Bennett,Kline,1,157.56
NULL,Breanna,Bolton,1,61.87
NULL,Moses,Allen,1,211.21
NULL,Damon,Edwards,1,144.65
NULL,Jayvion,Kaufman,1,196.85
NULL,Carson,Moran,1,159.75
NULL,Larry,Reynolds,1,129.28
NULL,Tamia,Summers,1,111.94
NULL,Karina,Randall,1,123.5
NULL,Sophia,Short,1,167
NULL,Trevor,Sherman,1,116.73
NULL,Emmalee,Olson,1,200.63
NULL,Erika,House,1,160.79
NULL,Charlize,Horn,1,217.48
NULL,Dorian,Webster,1,182.07
NULL,Jonas,Ayala,1,204.44
NULL,Alan,Hooper,1,100.92
NULL,Zane,Buck,1,223.77
NULL,Nickolas,Craig,1,240.94
NULL,Misael,Yates,1,232.08
NULL,Ryleigh,Lara,1,75.57
NULL,Kaitlyn,Wilcox,1,232.43
NULL,Henry,Herman,1,152.57
NULL,Josie,Thomas,1,88.51
NULL,Jabari,Decker,1,205.38
NULL,Krista,Hendricks,1,200.79
NULL,Marlon,Mccoy,1,66.38
NULL,Esteban,Park,1,171.54
NULL,Mariela,Ayala,1,104.79
NULL,Elisabeth,Peterson,1,106.96
NULL,Logan,Villa,1,118.97
NULL,Fernanda,Miranda,1,216.55
NULL,Kash,Carter,1,144.49
NULL,Pamela,Bean,1,192.29
NULL,King,Powell,1,103.1
NULL,Deja,Hayes,1,114.42
NULL,Destiney,Kirby,1,228.53
NULL,Malik,Meyers,1,231.35
NULL,Gordon,Leblanc,1,195.78
NULL,Orlando,Barrera,1,104.11
NULL,Demarion,Arroyo,1,220.51
NULL,Ezequiel,Carney,1,178.34
NULL,Neveah,Wade,1,170.6
NULL,Melvin,Norton,1,155.43
NULL,Derek,Hess,1,172.57
NULL,Dania,Dennis,1,182.25
NULL,Jasmin,Manning,1,184.99
NULL,Shaniya,Boyer,1,142.14
NULL,Ava,Rocha,1,72.86
NULL,Adrian,Macdonald,1,129.92
NULL,Jair,Powers,1,217.15
NULL,Marques,Hoover,1,95.4
NULL,Milo,Myers,1,198.12
NULL,Mckenzie,Hines,1,190.95
NULL,Patrick,Cuevas,1,210.08
NULL,Asher,Ritter,1,104.87
NULL,Celia,Blanchard,1,93.8
NULL,Arielle,Madden,1,173.66
NULL,Alannah,Estrada,1,53.43
NULL,Arely,Hines,1,103.66
NULL,Bryanna,Garcia,1,161.12
NULL,Nyasia,Morris,1,90.66
NULL,Kaylee,Underwood,1,105.8
NULL,Malik,Chung,1,177.09
NULL,Ahmed,Green,1,113.73
NULL,Lizbeth,Gibson,1,110.79
NULL,Esperanza,Rose,1,56.01
NULL,Chandler,Donovan,1,229.86
NULL,Bryson,Copeland,1,187.33
NULL,Maci,Bryan,1,164.71
NULL,Elle,Mccann,1,155.15
NULL,Jorden,Schwartz,1,232.77
NULL,Keagan,Montoya,1,96.67
NULL,Joselyn,Leblanc,1,141.8
NULL,Shirley,Gilbert,1,123.22
NULL,Santino,Cook,1,176.45
NULL,Terrell,Gibbs,1,97.43
NULL,Dereon,Nunez,1,240.09
NULL,Camilla,Horn,1,195.71
NULL,Oliver,Howell,1,195.22
NULL,Paisley,Trujillo,1,178.57
NULL,Bridger,Walters,1,80.62
NULL,Ann,Matthews,1,133.9
NULL,Itzel,Chandler,1,185.73
NULL,Erin,Baird,1,198.14
NULL,Kristian,Boyer,1,199.87
NULL,Julianne,Hudson,1,174.63
NULL,Brogan,Best,1,172.38
NULL,Owen,Glass,1,223.67
NULL,Yuliana,Young,1,243.03
NULL,Joe,Macias,1,112.31
NULL,Ella,Cannon,1,141.21
NULL,Roy,Calderon,1,169.99
NULL,Carson,Sawyer,1,192.14
NULL,Annika,Adkins,1,177.46
NULL,Anthony,Jensen,1,129.58
NULL,Malia,Hammond,1,172.3
NULL,Zane,Mack,1,166.86
NULL,Atticus,Hatfield,1,104.18
NULL,Fernanda,Sanford,1,112.38
NULL,Anabel,Delacruz,1,244.2
NULL,Arthur,Hopkins,1,123.03
NULL,Joyce,Kennedy,1,89.88
NULL,Dane,Romero,1,190.59
NULL,Lucy,Patterson,1,87.03
NULL,Livia,Parsons,1,74.44
NULL,Gunnar,Leon,1,168.95
NULL,Alexus,Parks,1,211.2
NULL,Luna,Mathis,1,59.34
NULL,Jimena,Buckley,1,212.7
NULL,Katherine,Callahan,1,122.53
NULL,Joyce,Rogers,1,144.95
NULL,Asa,Forbes,1,83.44
NULL,Ellie,Franklin,1,209.07
NULL,Olivia,Richardson,1,137.98
NULL,Jadyn,Porter,1,239.75
NULL,Kenyon,Carroll,1,239.38
NULL,Carmen,Glenn,1,190.22
NULL,Jaslene,Villegas,1,66.95
NULL,Neveah,Boltoni,1,120.26
NULL,Elliot,Reed,1,170.99
NULL,Paris,Baker,1,222.03
NULL,Kadence,Dillon,1,249.21
NULL,Jayda,Roach,1,203.95
NULL,Shane,Floyd,1,172.95
NULL,Karla,Mathews,1,122.85
NULL,Kaiden,Chapman,1,236.4
NULL,Ian,Johnson,1,229.51
NULL,Macey,Mata,1,186.49
NULL,Carolyn,Juarez,1,165.52
NULL,Avah,Bass,1,185.52
NULL,Donte,Gates,1,132.33
NULL,Jaydon,Terry,1,213.78
NULL,Clayton,Gomez,1,148.44
NULL,Patricia,Peterson,1,199.89
NULL,Wilson,Vaughan,1,239.63
NULL,Kamari,Irwin,1,194.52
NULL,Beckett,Escobar,1,146.3
NULL,Jean,Collins,1,187.37
NULL,Keyon,Tran,1,67.02
NULL,Asher,Raymond,1,83.04
NULL,Sariah,Fischer,1,178.17
NULL,Londyn,Park,1,160.88
NULL,Abbigail,Arnold,1,61.22
NULL,Steve,Harrell,1,115.25
NULL,Will,Oneal,1,86.96
NULL,Peter,Blackwell,1,132.4
NULL,Kaley,Nielsen,1,64.43
NULL,Roland,Oconnor,1,88.44
NULL,Austin,Rivas,1,219.97
NULL,Damaris,Ayala,1,106.28
NULL,Junior,Kent,1,53.58
NULL,Tommy,Gross,1,122
NULL,Riley,Dunlap,1,126.36
NULL,Jaylin,Anthony,1,226.01
NULL,Sariah,Eaton,1,215.23
NULL,River,Hardin,1,109.55
NULL,Mckayla,Blackwell,1,117.58
NULL,Carsen,Shields,1,247.46
NULL,Haley,Hampton,1,141.03
NULL,Jan,Alexander,1,60.02
NULL,Yasmin,Mendez,1,229.14
NULL,Tiara,Sexton,1,71.17
NULL,Alexa,Peters,1,50.13
NULL,Elias,Holder,1,190.54
NULL,Danny,Mueller,1,113.55
NULL,Zariah,Rodriguez,1,181.55
NULL,Anton,Herman,1,208.28
NULL,Kareem,Coleman,1,100.19
NULL,Caden,Collier,1,78.67
NULL,Lucia,Finley,1,93.44
NULL,Alexis,Mullins,1,244.87
NULL,Demetrius,Lozano,1,106.29
NULL,Alexandra,Schwartz,1,178.1
NULL,Leah,Nicholson,1,176.05
NULL,Stephany,Foley,1,79.38
NULL,Amara,Choi,1,127.82
NULL,Duncan,Wolfe,1,151.91
NULL,Brogan,Rowland,1,143.76
NULL,Rosa,Jackson,1,90.06
NULL,Cecilia,Stanton,1,181.24
NULL,April,Kent,1,161.83
NULL,Michael,Myers,1,232.99
NULL,Semaj,Boyle,1,76.04
NULL,Makai,Mcdowell,1,193.69
NULL,Avah,Villanueva,1,159.84
NULL,Antony,Mcguire,1,53.75
NULL,Immanuel,Horne,1,105.11
NULL,Dakota,Barron,1,51.97
NULL,Zachary,Gay,1,85.91
NULL,Felicity,Espinoza,1,106.96
NULL,Krista,Murray,1,183.52
NULL,Ryleigh,Ballard,1,174.82
NULL,Mila,Rose,1,55.17
NULL,Averi,Browning,1,167.49
NULL,Markus,Crosby,1,225.62
NULL,Theodore,Sweeney,1,85.58
NULL,Jaylynn,Haynes,1,136.81
NULL,Kathleen,Baird,1,186.01
NULL,Jocelyn,Dickson,1,117.58
NULL,Felipe,Hood,1,124.42
NULL,Khloe,Mendoza,1,205.93
NULL,Mallory,Barrera,1,166.48
NULL,Alejandro,Khan,1,226.7
NULL,Lillie,Jenkins,1,247.7
NULL,Riley,Hurley,1,87.6
NULL,Rene,Levine,1,146.15
NULL,Osvaldo,Lyons,1,80
NULL,Anaya,Jimenez,1,221.03
NULL,Sydnee,Lam,1,183.03
NULL,Elise,Valdez,1,205.92
NULL,Devin,Huerta,1,117.44
NULL,Scarlett,Hardin,1,227.65
NULL,Cole,Franklin,1,209.74
NULL,Dominik,Yates,1,138.77
NULL,Janelle,Palmers,1,84.9
NULL,Alanna,Montes,1,56.48
NULL,Briana,Fitzgerald,1,63.56
NULL,Amy,Strickland,1,117.44
NULL,Jaylin,Delacruz,1,155.35
NULL,Isla,Shea,1,158.55
NULL,Cristina,Huang,1,244.19
NULL,Lisa,Foley,1,194.43
NULL,Konner,Bolton,1,78.81
NULL,Regan,Johnson,1,151.1
NULL,Jagger,Griffith,1,124.85
NULL,Jacey,Randolph,1,197.2
NULL,Jared,Hoover,1,223.48
NULL,Christina,Simpson,1,100.07
NULL,Zechariah,Hudson,1,149.06
NULL,Elaina,Knapp,1,61.3
NULL,Brycen,Jensen,1,91.02
NULL,Jazmine,Forbes,1,245.79
NULL,Ruben,Hines,1,100.33
NULL,Erika,Tucker,1,138.18
NULL,Dakota,Murray,1,62.71
NULL,Dereon,Bennett,1,50.5
NULL,Selena,Branch,1,186.65
NULL,Jeffrey,Arroyo,1,201.97
NULL,Maddox,Henson,1,164.31
NULL,Heidy,Miller,1,145.21
NULL,Jewel,Carroll,1,113.7
NULL,Aedan,Chung,1,160.56
NULL,Jocelynn,Pope,1,75.22
NULL,Bobby,Gill,1,171.1
NULL,Marshall,Estes,1,146.17
NULL,Alex,Robertson,1,235.38
NULL,Maleah,Espinoza,1,137.64
NULL,Messiah,Hopkins,1,108.65
NULL,Misael,Preston,1,155.95
NULL,Zackary,Leon,1,148.19
NULL,Elizabeth,Watts,1,174.9
NULL,Alayna,Forbes,1,246.11
NULL,Mckenzie,Galloway,1,86.22
NULL,Clara,Obrien,1,204.27
NULL,Addyson,Villarreal,1,215.82
NULL,Aria,Morris,1,242.92
NULL,Mohamed,Glover,1,144.55
NULL,Krish,Bennett,1,197.82
NULL,Alfonso,Vaughn,1,216.14
NULL,Samira,Osborn,1,57.07
NULL,Julissa,Riggs,1,166.96
NULL,Mayra,Pope,1,52.47
NULL,Dominik,Cervantes,1,138.22
NULL,Jack,Prince,1,136.71
NULL,Lukas,Noble,1,78.07
NULL,Ellis,Scott,1,208.53
NULL,Sylvia,Singh,1,163.64
NULL,Elsa,Holloway,1,149.17
NULL,Emely,Hammond,1,56.66
NULL,Aryanna,Davidson,1,113.35
NULL,Mayra,Raymond,1,61.33
NULL,Jaiden,Petersen,1,84.13
NULL,Jeffery,Winters,1,207.87
NULL,Jacoby,Stone,1,186.61
NULL,Camryn,Schroeder,1,175.17
NULL,Alice,Haley,1,118.39
NULL,Liam,Sanchez,1,131.26
NULL,Ingrid,Graves,1,184.55
NULL,Jacquelyn,York,1,226.9
NULL,Bethany,Dorsey,1,116.3
NULL,Leonel,Dodson,1,170.8
NULL,Laura,Alvarado,1,162.61
NULL,Harley,Levine,1,235.77
NULL,Carlos,Crosby,1,150.69
NULL,Ibrahim,Woodward,1,74.19
NULL,Haylie,Blankenship,1,55.84
NULL,April,Fry,1,54.9
NULL,Slade,Cooper,1,156.01
NULL,Juan,Preston,1,150.99
NULL,Levi,Brandt,1,56.25
NULL,Liam,Carroll,1,214.97
NULL,Winston,Vega,1,113.22
NULL,Naima,Barnett,1,116.09
NULL,Payton,Hawkins,1,105.77
NULL,Drake,Aguirre,1,62.54
NULL,Quinton,Mcknight,1,184.36
NULL,Brynn,Kidd,1,125.85
NULL,Liberty,Byrd,1,58.43
NULL,Ari,Cervantes,1,187.72
NULL,Davis,Doyle,1,132.02
NULL,Allisson,Nolan,1,198.09
NULL,Rodolfo,Hudson,1,214.92
NULL,Elliana,Hutchinson,1,117.15
NULL,Brynlee,Rich,1,105.07
NULL,Meadow,Logan,1,220.21
NULL,Adelyn,Rios,1,57.06
NULL,Lesly,Dixon,1,111.18
NULL,Layla,Sosa,1,107.59
NULL,Seth,Ochoa,1,207.19
NULL,Maddox,Pratt,1,240.63
NULL,Demarcus,Estrada,1,227.73
NULL,Simeon,Cuevas,1,155.15
NULL,Makenna,Cooper,1,198.18
NULL,Ahmed,Lindsey,1,142.2
NULL,Deborah,Macdonald,1,198.62
NULL,Mikaela,Pittman,1,139.76
NULL,Luca,Cobb,1,201.46
NULL,Dominick,Barrera,1,125.52
NULL,Mckenzie,Hernandez,1,113.72
NULL,Araceli,Rogers,1,62.95
NULL,Samson,Ferguson,1,171.15
NULL,Danielle,Bonilla,1,205.51
NULL,Lucian,Dorsey,1,55.02
NULL,Diego,Dillon,1,64.03
NULL,Gordon,Lucas,1,160.65
NULL,Samir,Bowen,1,214.8
NULL,Delaney,Bartlett,1,165.93
NULL,Nyla,Gonzalez,1,92.04
NULL,Krystal,Benton,1,83.72
NULL,Haleigh,Willis,1,212.64
NULL,Maurice,Holland,1,171.19
NULL,Korbin,Beck,1,183.23
NULL,Mohamed,Floyd,1,222.49
